Title,Media_Type,Author,Identity,Count
The silent wife,Book,"Slaughter, Karin,",9780062858108 0062858106,1
Silent witness,Book,"Patterson, Richard North.",679450408,1
The Silhouette Girl,Book,"Andrews, V. C.",9.78E+12,1
Silhouettes : a pictorial archive of varied illustrations,Book,"Grafton, Carol Belanger",0486237818 :,1
Silken prey,Book,"Sandford, John",9.78E+12,1
The silken web.,Book,"Brown, Sandra, 1948-",446516988,1
The Silkworm,Book,"Galbraith, Robert,",9.78E+12,1
Silly Sally,Book,"Wood, Audrey.",152744282,1
Silly Sara : a phonics reader,Book,"Hays, Anna Jane.",0375912312 0375812318 (pbk.),1
A silly snowy day,Book,"Coleman, Michael,",0439250013 (pbk.) 9780439250016 (pbk.),1
Silly Tilly,Book,"Spinelli, Eileen.",9780761455257 0761455256 9780761459903,1
Silly Tilly's Thanksgiving dinner,Book,"Hoban, Lillian.",0060224231 (lib. bdg.),1
The Silmarillion.,Book,"Tolkien, J. R. R., 1892-1973.",395257301,1
Silver Burdett & Ginn social studies,Book,,0382087364 (grade 3) 0382083172 (grade 4) 0382087372 (grade 5) 0382087380 (grade 6),1
The silver chair,Book,"Lewis, C. S., 1898-1963.",0064409457 (pbk.),1
The silver cobweb.,Book,"Keene, Carolyn.",671624709,1
The silver crown,Book,"O'Brien, Robert C.",689841116,1
Silver girl : a novel,Book,"Hilderbrand, Elin.",9780316099660 (hardcover) 031609966X (hardcover),1
Silver linings : a Rose Harbor novel,Book,"Macomber, Debbie.",9780553391794 (hardcover : acid-free paper),1
The silver needle murder,Book,"Childs, Laura",0425219461 : 9780425219461,1
Silver on the tree,Book,"Cooper, Susan.",689711522,1
The silver star,Book,"Walls, Jeannette,",9781451661545 1451661541,1
Silver Street Woman,Book,"Savage, Les.",,1
Silverhill.,Book,"Whitney, Phyllis A., 1903-",,1
Simba the fortune teller.,Book,,,1
The Simeon chamber,Book,"Martini, Steve,",1568955383,1
Simisola,Book,"Rendell, Ruth, 1930-",517700735,1
The Simon & Schuster young readers' thesaurus.,Book,"Beal, George.",0671508164 (pbk.),1
Simon & Schuster's guide to dogs,Book,"Pugnetti, Gino.",0671255266\0671255274 (pbk.),1
Simon vs. the Homo Sapiens agenda,Book,"Albertalli, Becky.",9780062348678 0062348671,1
Simple acts of kindness : practical ways to help people in need,Book,"Green, Terri.",080075879X (pbk.),1
Simple experiments in time with everyday materials,Book,"Mandell, Muriel.",080693803X,1
Simple genius,Book,"Baldacci, David",0446580341 9780446580342,1
Simple gifts,Book,"Copeland, Lori.",9780310263500 0310263506,1
A simple government : twelve things we really need from Washington (and a trillion that we don't!),Book,"Huckabee, Mike,",9781595230737 (hbk.) 1595230734 (hbk.),1
Simple kitchen experiments : learning science with everyday foods,Book,"Mandell, Muriel.",0806984155 0806984147,1
Simple optical illusion experiments with everyday materials,Book,"Dispezio, Michael A.",806966351,1
Simple physics experiments with everyday materials.,Book,"Breckenridge, Judy.",0806986077 (pbk.)\0806986069 (trade),1
The simple truth,Book,"Baldacci, David.",9.78E+12,1
Simplicity parenting,Book,"Payne, Kim John.",0345507983  9780345507983,1
Simplicity sewing book.,Book,,,1
Simply irresistible,Book,"Gibson, Rachel.",380790076,1
Simply sensual,Book,"Phillips, Carly.",037383599X :,1
Simply sinful,Book,"Phillips, Carly.",373835876,1
The Simpsons and their mathematical secrets,Book,"Singh, Simon.",9781620402771 (hardback),1
"Sin, secrets, and salvation",Book,"Hobbs, Lynn.",9.78E+12,1
Sinai and the Monastery of St. Catherine,Book,"Galey, John.",385171102,1
Sincerely yours,Book,"Lacy, Al.",1576735729 9781576735725,1
Sinful in satin,Book,"Hunter, Madeline.",9780515148442 (pbk.) 051514844X (pbk.),1
Sing a song of sixpence,Book,"Caldecott, Randolph, 1846-1886.",081205900X,1
Sing a whale song,Book,"Chapin, Tom.",,1
Sing down the moon,Book,"O'Dell, Scott, 1898-1989.",440979757,1
Singer to the sea god.,Book,"Alcock, Vivien.",385308663,1
Singing in the comeback choir.,Book,"Campbell, Bebe Moore,",399142983,1
Singing nursery rhymes with Pooh,Book,"Case, Cassandra,",717289943,1
Single & single : a novel,Book,"Le Carrâe, John, 1931-",684859262,1
The Single Dad Finds a Wife,Book,"Mason, Felicia.",9.78E+12,1
The single dad next door,Book,"Keller, Jessica,",9780373818501  0373818501,1
A single shard,Book,"Park, Linda Sue",0440418518 (pbk.),1
A single shard,Book,"Park, Linda Sue.",9780547534268 (pbk.),1
Singled out :  a novel of suspense,Book,"Brett, Simon.",684802481,1
The sinister pig,Book,"Hillerman, Tony",99455007993,1
The sinister signpost,Book,"Dixon, Franklin W.",448089157,1
Sink or swim with pirate ships,Book,"O'Donnell, Liam,",9781410987044 (library binding : alk. paper) 9781410987082 (pbk. : alk. paper),1
Sink reflections,Book,"Cilley, Marla.",553382179,1
The sinner,Book,"Gerritsen, Tess.",345458915,1
Sins of the father,Book,"Morris, Marianne, 1951-",816311463,1
The sins of the father,Book,"Archer, Jeffrey,",9.78E+12,1
The sins of the father: Joseph P. Kennedy and the dynasty he founded,Book,"Kessler, Ronald",446518840,1
Sins of the pioneers,Book,"Plyant, James",9.78E+12,1
The sins of the wolf,Book,"Perry, Anne.",449906388,1
Sinsajo,Book,"Collins, Suzanne.",9788427202146 8427202148,1
Sioux dawn : a novel of the Fetterman massacre,Book,"Johnston, Terry C.,",9780312927325 (pbk.) 0312927320 (pbk.),1
The Sioux Indians,Book,"Lund, Bill",516208977,1
The Sioux.,Book,"Brooks, Barbara, 1946-",866253823,1
Sir Cumference and the Great Knight of Angleland : a math adventure,Book,"Neuschwander, Cindy.",1570911703 9781570911705 157091169X 9781570911699 9780756917524 0756917522 9781442014435 1442014431,1
Sir Francis Drake,Book,"Champion, Neil.",1588100480 (library binding),1
Sir Gawain and the Green Knight : a new verse translation,Book,"Borroff, Marie",393097544,1
"Sir Gawain and the Green Knight, Pearl, and Sir Orfeo",Book,"Tolkien, J.R.R.",395219701,1
Sir Small and the dragonfly,Book,"O'Connor, Jane.",0394896254 (pbk.) : 0394996259 (lib. bdg.) :,1
Sir Walter Raleigh : founding the Virginia colony,Book,"Ward, Nancy",0778724247 (rlb) 9780778724247 (rlb),1
The siren,Book,"Cass, Kiera,",9.78E+12,1
Sisley,Book,"Sisley, Alfred,",0714830518 (pbk.) : 0714832316,1
Sister Age,Book,"Fisher, M. F. K.",394723856,1
Sister Carrie ; Jennie Gerhardt ; Twelve men.,Book,"Dreiser, Theodore, 1871-1945.",0940450410 (acid-free paper),1
A sister more like me,Book,"Hicks, Barbara Jean.",9781423170143  1423170148,1
"Sister mother husband dog, etc.",Book,"Ephron, Delia.",9780399166556 (hardback) 9780142181096,1
The sister of the South,Book,"Rodda, Emily.",9780439633765 (pbk.) 0439633761 (pbk.),1
Sister Wendy's grand tour : discovering Europe's great art,Book,"Beckett, Wendy.",1556705093,1
A sister's test,Book,"Brunstetter, Wanda E.",9781597892728 (pbk.) 1597892726 (pbk.) 9781597899796 1597899798,1
Sisterchicks do the hula!,Book,"Gunn, Robin Jones,",1590522265 (pbk.),1
Sisterchicks on the loose,Book,"Gunn, Robin Jones,",1590521986 (pbk.),1
The sisterhood of the traveling pants,Book,"Brashares, Ann.",0385729332 0385730586 (pbk.) 0440229707 (pbk.) 0613603974 (pbk.),1
Sisterland : a novel,Book,"Sittenfeld, Curtis,",9780812980332  0812980336,1
Sisters,Book,"Steel, Danielle",385340222,1
Sisters first : stories from our wild and wonderful life,Book,"Bush, Jenna,",9781538711415 1538711419,1
The sisters from Hardscrabble Bay,Book,"Jensen, Beverly,",9780143119296  014311929X,1
Sisters in crime,Book,"Keene, Carolyn.",671679570,1
Sisters of Shiloh,Book,"Hepinstall, Kathy,",9.78E+12,1
"Sit on a potato pan, Otis!",Book,"Agee, Jon",374318085,1
Sitka Rose,Book,"Gill, Shelley.",1570913536 (hardcover),1
Sitka.,Book,"L'Amour, Louis, 1908-",0553013513 (pbk.),1
Sitting Bull :  courageous Sioux chief,Book,"Shaughnessy, Diane.",082395109X,1
Sitting down to eat,Book,"Harley, Bill",0874834600 (hc),1
Six American poets : an anthology,Book,,679406891,1
Six American poets from Emily Dickinson to the present,Book,,816606307,1
Six creepy sheep,Book,"Enderle, Judith Ross.",440832764,1
Six hogs on a scooter,Book,"Spinelli, Eileen",439279062,1
Six ingredients or less : slow cooker,Book,"Johnson, Carlean.",094287806X (pbk.),1
Six men,Book,"Cooke, Alistair, 1908-",394484347,1
Six of crows,Book,"Bardugo, Leigh.",9781627792127 1627792120,1
Six pack of murder,Book,"Lauzier,Jean",9.78E+12,1
"Six wars at a time : the life and times of Gutzon Borglum, sculptor of Mount Rushmore",Book,"Shaff, Howard.",0931170265 (pbk.) 0931170273 (hardcover) 0932195067 (paper),1
Six ways from Sunday.,Book,"Johnstone, William W.",9780786019984 (pbk.),1
The six ways of atheism,Book,"Berg, Geoffrey",9.78E+12,1
Six years,Book,"Coben, Harlan,",9.78E+12,1
"Six years with the Texas Rangers, 1875 to 1881",Book,"Gillett, James B., 1856-1937.",0803208898.\0803258445,1
Six-gun kill,Book,"Dalton, Kit.",,1
The sixes : a novel,Book,"White, Kate,",9.78E+12,1
Sixkill,Book,"Parker, Robert B.,",9780399157264 (hbk.),1
Sixteen minutes from home : the Columbia space shuttle tragedy,Book,"Cantrell, Mark.",1932270108,1
Sixteen runaway pumpkins,Book,"Ochiltree, Dianne.",0439799392 9780439799393,1
The sixteen satires,Book,Juvenal.,0140447040 9780140447040,1
The sixth commandment :    a novel.,Book,"Sanders, Lawrence, 1920-",399123059,1
Sixth grade secrets,Book,"Sachar, Louis, 1954-",590407090,1
The sixth horseman,Book,"Cox, William Robert,",158547276X (lg. print :lib. bdg. : alk. paper) :,1
The sixth man,Book,"Baldacci, David.",9.78E+12,1
The sixth wife : a novel,Book,"Plaidy, Jean",0739453866 9780739453865,1
Sixty acres and a bride,Book,"Jennings, Regina",9780764209901  0764209906,1
The sixty minute father : how time well spent can change your childs life,Book,"Parsons, Rob,",805462899,1
Sizzle : a novel,Book,"Garwood, Julie.",9780345500779 0345500776,1
Sizzle and burn,Book,"Krentz, Jayne Ann.",9.78E+12,1
Sizzling sixteen,Book,"Evanovich, Janet.",0312383304 : 9780312383305 :,1
Skating superstars,Book,"Wilkes, Debbi",439946123,1
The skeletal system,Book,"Gilbert, Laura, 1976-",0823933385 (lib. bdg.),1
Skeleton canyon : a Joanna Brady mystery,Book,"Jance, Judith A.",0380973952 (hardcover),1
Skeleton Coast,Book,"Cussler, Clive.",9780425245712 0425211894,1
Skeleton Crew,Book,"King, Stephen,",039913039X,1
Skeleton hiccups,Book,"Cuyler, Margery.",439479134,1
A skeleton in God's closet :  a novel,Book,"Maier, Paul L.",0840734247 (pbk.),1
The skeleton in the closet,Book,"Beaton, M. C.",312207727,1
The skeleton inside you,Book,"Balestrino, Philip",64450821,1
Skeleton Key,Book,"Horowitz, Anthony,",399237771,1
Skeleton lode,Book,"Compton, Ralph.",0451197623 (pbk.),1
Skeleton man,Book,"Hillerman, Tony.",0060563443 (alk. paper),1
Skeletons at the feast : a novel,Book,"Bohjalian, Chris,",9780307394965 (pbk.) 0307394964 (pbk.),1
Sketching basics,Book,"Fabry, Alois.",9.78E+12,1
Sketching school,Book,"Martin, Judy",0895778289 0895774054 :,1
The skies of Pern,Book,"McCaffrey, Anne",345434684,1
Skii:   a skier's dictionary,Book,"Beard, Henry",894806505,1
"Skillet bread, sourdough, and vinegar pie",Book,"Ichord, Loretta Frances",076131864X,1
Skills for New Managers,Book,"Stettner, Morey.",71356185,1
Skin,Book,"Dekker, Ted,",9781595542915 (pbk.) 9781595542779,1
Skin & nails : care tips for girls,Book,"Williams, Julie.",1584857935,1
Skin and bones,Book,"Shahan, Sherry,",9780807573976 0807573973 9780807574010,1
Skin cancer,Book,"Egan, Tracie",1404203907 (library binding),1
The Skin Collector.,Book,"Deaver, Jeffery.",9.78E+12,1
Skin deep,Book,"Carl, William",9.78E+12,1
"Skin deep : tattoos, the disappearing West, very bad men, and my deep love for them all",Book,"Griffin, Karol.",151008841,1
Skin game,Book,"Woods, Stuart,",9780735219175 0735219176,1
Skin in the game : hidden asymmetries in daily life,Book,"Taleb, Nassim Nicholas,",9780425284629 042528462X,1
Skin trade,Book,"Hamilton, Laurell K.",9780425227725 0425227723,1
The skinny on losing weight without being hungry : the ultimate guide to weight-loss success,Book,"Aronne, Louis J.",9780767930390  0767930398,1
Skinnybones,Book,"Park, Barbara",0394949889 (lib. bdg.)\0394849884,1
"The skinnytaste cookbook : light on calories, big on flavor",Book,"Homolka, Gina.",9780385345620 0385345623,1
Skipper's baby-sitting blues,Book,"Offerman, Lynn.",717288293,1
Skipping Christmas,Book,"Grisham, John.",385505833,1
Skippyjon Jones,Book,"Schachner, Judith Byron.",439898749,1
Skippyjon Jones : Cirque de Ole,Book,"Schachner, Judith Byron.",9.78E+12,1
Skippyjon Jones and the big bones,Book,"Schachner, Judith Byron.",9780525478843 0525478841,1
Skippyjon Jones class action,Book,"Schachner, Judith Byron.",9.78E+12,1
Skippyjon Jones in mummy trouble,Book,"Schachner, Judith Byron.",9780142412114  0142412112  9781606864180  1606864181,1
Skippyjon Jones in the doghouse,Book,"Schachner, Judith Byron.",9780142407493 (kit)   0525472975 (book),1
Skippyjon Jones-- lost in spice,Book,"Schachner, Judith Byron.",9.78E+12,1
The sky is falling,Book,"Sheldon, Sidney",60198346,1
The sky is falling!,Book,"Jordan, Apple.",0736423184 (pbk.) 0736480420 (Gibraltar lib. ed.),1
Sky masters,Book,"Brown, Dale,",039913705X,1
Sky the blue fairy,Book,"Meadows, Daisy.",9780439746847 (pbk.) 1415637016 (BWI bdg.) 0329432311(lib.bdg.) 0439746841 (pbk.) 0439691966 (pbk.),1
Sky watch,Book,"Hamilton, Sue L.,",9.78E+12,1
Skyclan's destiny,Book,"Hunter, Erin.",9780061699962  0061699969  9781448756773 (Paw Prints),1
Skyfire,Book,"Asch, Frank",0590439499 (pbk.),1
The Skylanders' day off,Book,"Santos, Ray",9780399539411 0399539417,1
Skylark,Book,"MacLachlan, Patricia.",60233338,1
Skylight confessions : a novel,Book,"Hoffman, Alice.",9780316017879 0316017876,1
Skyscrapers :  a project book,Book,"MacGregor, Anne, 1945-",0688003656 (pbk.),1
Skyward,Book,"Monroe, Mary Alice.",1551667002 (pbk.) : 9780778322061 0778322068,1
Slam!,Book,"Myers, Walter Dean",0590486683 (pbk.),1
Slammed : a novel,Book,"Hoover, Colleen.",9781471125553  1471125556  9781476715902  1476715904,1
Slander : liberal lies about the American right,Book,"Coulter, Ann H.",1400049520,1
The Slanted Worlds,Book,"Fisher, Catherine.",0803739702 9780803739703,1
Slash,Book,Slash,9780061351426 0061351423,1
Slash and burn,Book,"Hilton, Matt,",9780061718472 (pbk.) 0061718475 (pbk.),1
Slaughter,Book,"Lutz, John,",9780786028313 (pbk.) 0786028319 (pbk.),1
Slaughter of the mountain man,Book,"Johnstone, William W.,",9780786040599 0786040599,1
Slaughterhouse-five,Book,"Vonnegut, Kurt.",0440180295 (pbk.) 9780440180296 (pbk.),1
A slave family,Book,"Kalman, Bobbie, 1947-",0778707466 (RLB : alk. paper)\077870792X (pbk. : alk. paper),1
The slave trade,Book,"Hanel, Rachael",9781583415504 1583415505,1
Slavery : from Africa to the Americas,Book,"Hatt, Christine.",872265528,1
The slaves' war : the Civil War in the words of former slaves,Book,"Ward, Andrew,",9780618634002 0618634002,1
Slay it with flowers,Book,"Collins, Kate,",451214552,1
A sled dog for Moshi,Book,"Bushey, Jeanne.",156282631X (trade),1
Sleep like a baby,Book,"Harris, Charlaine,",1250090075 9781250090072,1
Sleep no more,Book,"Johansen, Iris.",9780312651244  9780312651305,1
The sleep-leaping kangaroo.,Book,"Pape, Donna",811667235,1
The sleeper and the spindle,Book,"Gaiman, Neil,",9780062398246 0062398245,1
Sleeping beauties : a novel,Book,"King, Stephen,",9781501163401 150116340X 9781501163418 1501163418,1
Sleeping beauty,Book,"Neubacher, Gerda, 1945-",886252210,1
The sleeping beauty,Book,"Hyman, Trina Schart.",316387029,1
The sleeping beauty and Blue beard.,Book,"Crane, Walter.",9065600116,1
The Sleeping Beauty Killer : an Under Suspicion novel,Book,"Clark, Mary Higgins,",9781501108587 (hardcover),1
Sleeping Bunny,Book,"Keller, Emily.",0375815414 (trade) 0375915419 (lib. bdg.),1
The sleeping dogs,Book,"Ferrars, Elizabeth, 1907-",727817876,1
The sleeping doll,Book,"Deaver, Jeffery",9780743260947 0743260945,1
Sleeping freshmen never lie,Book,"Lubar, David.",9780142407806 9780329501044 9781428729346 0142407801 0329501046 1428729348,1
The sleeping giant of Goll,Book,"Abbott, Tony,",0590108441 (pbk.) :,1
Sleeping with fear,Book,"Hooper, Kay",0553803182 (hbk.) 9780553803181 (hbk.),1
Sleeping with strangers,Book,"Dickey, Eric Jerome.",9.78E+12,1
Sleepless,Book,"Hausmann, Romy,",9.78E+12,1
The sleepwalker,Book,"Stine, R. L.",0671746529 (pbk.),1
Sleepwalker,Book,"Staub, Wendy Corsi.",9780062070302 0062070304,1
Sleepwalker in a fog,Book,"Tolstaia, Tatiana,",067973063X :,1
Sleepy Hollow sleepover,Book,"Roy, Ron,",9780375866692 (trade) 9780375966699 (lib. bdg.) 9780375898297 (ebook),1
Sleepy kittens,Book,"Leman, Jill.",0688132898 (lib.)\068813288X (trade),1
Sleigh Bells for Dry Creek,Book,"Tronstad, Janet",9.78E+12,1
Sleigh bells in the snow.,Book,"Morgan, Sarah,",9780373778553 (pbk.),1
Slender Ella and her Fairy Hogfather,Book,"Sathre, Vivian.",0385325169 (hc),1
Slider,Book,"Hautman, Pete,",9780763690700 0763690708,1
Sliding doors,Book,,792153006,1
The slight edge: Secret to a Successful Life,Book,Jeff Olson,967285550,1
Slim's good-bye,Book,"Erickson, John R.,",780798554,1
The slime book.,Book,,9.78E+12,1
Slimy slugs and grubby bugs,Book,"Knight, Kathryn.",9781403773951 1403773955,1
Slipcovers & bedding.,Book,,1558704922 (pbk.),1
Slipcovers & bedspreads,Book,,0376015128 :,1
The slippery slope,Book,"Snicket, Lemony.",0064410137 0060296410 (lib. bdg.),1
Sloppy Joe,Book,"Keane, Dave",9.78E+12,1
A slow burn,Book,"DeMuth, Mary E.,",9780310278375 (pbk.),1
Slow Burn,Book,"Garwood, Julie.",0345453840 9780345453846,1
Slow waltz in Cedar Bend.,Book,"Waller, Robert James, 1939-",446516538,1
Slugger season :  McGwire and Sosa,Book,"Driscoll, Laura.",0448420406 (hardcover),1
Slugs and snails,Book,"Morgan, Sally.",1929298811 (alk. paper),1
Slugs in love,Book,"Pearson, Susan.",9780545060653 0545060656,1
The sly spy,Book,"Sharmat, Marjorie and Mitchell.",153021691,1
Small appliance repair guide.,Book,"Lemons, Wayne.",,1
Small arms: from the Civil War to the present day,Book,"Dougherty, Martin J.",760763291,1
"The small business survival guide :  how to manage your cash, profits and taxes",Book,"Fleury, Robert E. (Robert Earl), 1941-",1570710511 (hc)\1570710457 (paper),1
